"Timestamp","Rank the bachelors [Alex]","Rank the bachelors [Elliott]","Rank the bachelors [Harvey]","Rank the bachelors [Sam]","Rank the bachelors [Sebastian]","Rank the bachelors [Shane]","Rank the bachelorettes [Abigail]","Rank the bachelorettes [Emily]","Rank the bachelorettes [Haley]","Rank the bachelorettes [Leah]","Rank the bachelorettes [Maru]","Rank the bachelorettes [Penny]","#1 Overall","#2 Overall","#3 Overall","How do you identify as?","What is your sexual orientation?","How old are you?",""
"2018/08/03 9:58:24 am CET","#3","#1","#2","#5","#4","#6","#3","#5","#2","#1","#6","#4","Leah","Haley","Elliott","Male","Heterosexual","19-29",""
"2018/08/03 10:30:45 am CET","#4","#1","#3","#5","#2","#6","#1","#4","#6","#3","#5","#2","Abigail","Penny","Elliott","Male","Heterosexual","15-18",""
"2018/08/03 10:41:08 am CET","#4","#5","#3","#6","#1","#2","#5","#6","#2","#1","#4","#3","Leah","Sebastian","Harvey","Female","Bisexual","19-29",""
"2018/08/03 10:52:37 am CET","#3","#4","#6","#1","#2","#5","#1","#2","#3","#4","#5","#6","Abigail","Emily","Haley","Female","Asexual","19-29",""
"2018/08/03 11:00:58 am CET","#6","#1","#5","#4","#2","#3","#1","#6","#5","#3","#2","#4","Elliott","Sebastian","Shane","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/08/03 11:19:08 am CET","#6","#5","#2","#4","#3","#1","#2","#1","#4","#3","#5","#6","Shane","Harvey","Emily","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/08/03 11:25:38 am CET","#6","#2","#1","#4","#5","#3","#4","#1","#6","#3","#5","#2","Emily","Penny","Harvey","Male","Heterosexual","19-29",""
"2018/08/03 11:26:56 am CET","#5","#1","#3","#4","#2","#6","#5","#4","#6","#2","#1","#3","Maru","Leah","Elliott","Female","Asexual","19-29",""
"2018/08/03 11:27:36 am CET","#4","#2","#3","#6","#1","#5","#2","#4","#5","#3","#6","#1","Sebastian","Penny","Abigail","Female","Bisexual","19-29",""
"2018/08/03 11:39:01 am CET","#2","#5","#6","#4","#3","#1","#4","#3","#6","#1","#5","#2","Leah","Shane","Penny","Male","Bisexual","Prefer not to say",""
"2018/08/03 11:56:42 am CET","#2","#4","#1","#5","#6","#3","#5","#2","#1","#3","#4","#6","Sebastian","Abigail","Penny","Male","Asexual","15-18",""
"2018/08/03 11:57:38 am CET","#3","#6","#4","#1","#2","#5","#1","#3","#6","#2","#5","#4","Abigail","Leah","Sam","Male","Asexual","19-29",""
"2018/08/03 12:46:35 pm CET","#3","#1","#5","#2","#4","#6","#4","#3","#6","#1","#5","#2","Elliott","Penny","Leah","Female","Heterosexual","19-29",""
"2018/08/03 12:54:48 pm CET","#1","#4","#5","#2","#3","#6","#4","#5","#2","#1","#3","#6","Alex","Leah","Haley","Female","Bisexual","15-18",""
"2018/08/03 12:57:21 pm CET","#4","#1","#3","#6","#5","#2","#2","#5","#6","#3","#1","#4","Shane","Harvey","Maru","Female","Bisexual","19-29",""
"2018/08/03 1:00:18 pm CET","#6","#2","#3","#4","#1","#5","#3","#5","#1","#2","#6","#4","Haley","Leah","Abigail","Male","Heterosexual","19-29",""
"2018/08/03 1:32:50 pm CET","#5","#3","#1","#4","#2","#6","#1","#6","#2","#3","#5","#4","Harvey","Sebastian","Maru","Female","Heterosexual","19-29",""
"2018/08/03 1:52:31 pm CET","#4","#5","#1","#3","#2","#6","#4","#3","#6","#2","#5","#1","Penny","Leah","Harvey","Female","Bisexual","19-29",""
"2018/08/03 1:57:35 pm CET","#5","#6","#2","#4","#1","#3","#1","#5","#6","#2","#4","#3","Abigail","Sebastian","Leah","Male","Bisexual","30-39",""
"2018/08/03 1:57:57 pm CET","#4","#3","#6","#5","#2","#1","#1","#5","#3","#2","#4","#6","Abigail","Leah","Shane","Male","Heterosexual","30-39",""
"2018/08/03 2:00:51 pm CET","#5","#2","#6","#4","#3","#1","#2","#5","#6","#1","#4","#3","Shane","Leah","Abigail","Female","Heterosexual","19-29",""
"2018/08/03 2:13:52 pm CET","#3","#4","#1","#5","#6","#2","#6","#5","#1","#2","#4","#3","Haley","Leah","Penny","Prefer not to say","Prefer not to say","19-29",""
"2018/08/03 2:16:42 pm CET","#5","#2","#4","#3","#1","#6","#2","#3","#6","#1","#4","#5","Leah","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/08/03 2:16:47 pm CET","#3","#4","#1","#5","#2","#6","#2","#6","#1","#3","#5","#4","Haley","Leah","Abigail","Male","Bisexual","19-29",""
"2018/08/03 2:22:07 pm CET","#6","#4","#3","#1","#2","#5","#2","#3","#1","#6","#5","#4","Haley","Emily","Abigail","Female","Homosexual","19-29",""
"2018/08/03 2:26:18 pm CET","#6","#3","#5","#4","#2","#1","#2","#3","#6","#1","#4","#5","Leah","Shane","Sebastian","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/08/03 2:27:35 pm CET","#5","#3","#1","#6","#2","#4","#5","#6","#2","#3","#4","#1","Harvey","Sebastian","Shane","Female","Heterosexual","19-29",""
"2018/08/03 2:27:48 pm CET","#4","#1","#5","#3","#6","#2","#2","#1","#5","#3","#6","#4","Emily","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/08/03 2:32:36 pm CET","#1","#6","#4","#3","#5","#2","#6","#1","#2","#3","#5","#4","Emily","Alex","Shane","Male","Bisexual","19-29",""
"2018/08/03 2:46:32 pm CET","#4","#5","#6","#2","#3","#1","#4","#1","#6","#3","#5","#2","Shane","Emily","Abigail","Male","Heterosexual","19-29",""
"2018/08/03 2:48:40 pm CET","#3","#1","#2","#5","#4","#6","#3","#4","#5","#1","#6","#2","Leah","Penny","Emily","Male","Heterosexual","19-29",""
"2018/08/03 2:48:40 pm CET","#4","#5","#1","#6","#2","#3","#2","#5","#6","#1","#4","#3","Harvey","Leah","Abigail","Genderqueer/Non-binary","Asexual","15-18",""
"2018/08/03 2:54:55 pm CET","#1","#4","#2","#6","#5","#3","#2","#6","#3","#1","#5","#4","Alex","Shane","Harvey","Male","Bisexual","19-29",""
"2018/08/03 3:01:58 pm CET","#2","#4","#6","#3","#1","#5","#5","#2","#4","#1","#3","#6","Leah","Sebastian","Alex","Female","Heterosexual","19-29",""
"2018/08/03 3:02:13 pm CET","#3","#1","#6","#4","#2","#5","#1","#6","#3","#2","#5","#4","Abigail","Elliott","Sebastian","Female","Heterosexual","19-29",""
"2018/08/03 3:08:40 pm CET","#2","#3","#4","#6","#1","#5","#1","#6","#5","#3","#4","#2","Sebastian","Abigail","Penny","Male","Prefer not to say","19-29",""
"2018/08/03 3:09:15 pm CET","#6","#4","#2","#5","#1","#3","#2","#4","#6","#3","#5","#1","Penny","Abigail","Leah","Male","Heterosexual","15-18",""
"2018/08/03 3:12:07 pm CET","#6","#3","#4","#5","#1","#2","#1","#2","#5","#4","#6","#3","Abigail","Emily","Penny","Female","Heterosexual","19-29",""
"2018/08/03 3:19:28 pm CET","#2","#6","#1","#5","#4","#3","#4","#2","#5","#3","#1","#6","Harvey","Maru","Alex","Female","Heterosexual","15-18",""
"2018/08/03 3:22:12 pm CET","#6","#5","#4","#1","#2","#3","#3","#1","#6","#2","#4","#5","Emily","Maru","Abigail","Male","Homosexual","19-29",""
"2018/08/03 3:23:17 pm CET","#4","#5","#6","#3","#2","#1","#2","#1","#5","#3","#4","#6","Shane","Sebastian","Emily","Male","Bisexual","15-18",""
"2018/08/03 3:23:18 pm CET","#4","#3","#5","#2","#1","#6","#1","#6","#5","#2","#3","#4","Abigail","Leah","Maru","Female","Homosexual","19-29",""
"2018/08/03 3:24:08 pm CET","#5","#2","#4","#6","#1","#3","#1","#5","#6","#2","#3","#4","Sebastian","Elliott","Abigail","Female","Heterosexual","19-29",""
"2018/08/03 3:25:40 pm CET","#5","#4","#1","#3","#2","#6","#1","#6","#5","#2","#4","#3","Abigail","Leah","Penny","Male","Heterosexual","30-39",""
"2018/08/03 3:46:47 pm CET","#1","#4","#5","#3","#6","#2","#6","#1","#2","#3","#5","#4","Emily","Alex","Haley","Female","Bisexual","19-29",""
"2018/08/03 3:50:10 pm CET","#4","#5","#6","#3","#2","#1","#5","#4","#6","#3","#1","#2","Shane","Maru","Penny","Female","Asexual","19-29",""
"2018/08/03 4:03:16 pm CET","#6","#3","#2","#5","#1","#4","#1","#4","#5","#2","#6","#3","Sebastian","Leah","Harvey","Male","Homosexual","19-29",""
"2018/08/03 4:15:42 pm CET","#6","#5","#3","#4","#1","#2","#3","#4","#6","#2","#5","#1","Sebastian","Penny","Leah","Female","Asexual","30-39",""
"2018/08/03 4:39:44 pm CET","#3","#4","#5","#2","#1","#6","#2","#1","#5","#3","#6","#4","Emily","Abigail","Sebastian","Male","Heterosexual","19-29",""
"2018/08/03 4:55:29 pm CET","#4","#6","#5","#3","#2","#1","#1","#4","#6","#2","#5","#3","Abigail","Shane","Sam","Female","Bisexual","19-29",""
"2018/08/03 5:09:35 pm CET","#5","#3","#4","#6","#1","#2","#2","#5","#6","#1","#3","#4","Leah","Maru","Abigail","Female","Bisexual","19-29",""
"2018/08/03 5:25:33 pm CET","#4","#5","#6","#2","#1","#3","#3","#6","#5","#1","#4","#2","Leah","Penny","Abigail","Male","Heterosexual","19-29",""
"2018/08/03 5:33:22 pm CET","#6","#4","#1","#5","#2","#3","#2","#3","#5","#4","#1","#6","Maru","Abigail","Harvey","Male","Heterosexual","15-18",""
"2018/08/03 5:37:03 pm CET","#4","#2","#3","#5","#1","#6","#1","#5","#2","#3","#6","#4","Sebastian","Abigail","Elliott","Female","Bisexual","19-29",""
"2018/08/03 6:07:17 pm CET","#5","#4","#1","#3","#2","#6","#3","#1","#6","#5","#4","#2","Harvey","Emily","Sebastian","Male","Homoromantic","19-29",""
"2018/08/03 6:23:07 pm CET","#6","#3","#5","#2","#1","#4","#3","#4","#5","#2","#6","#1","Sebastian","Penny","Leah","Female","Asexual","15-18",""
"2018/08/03 6:32:48 pm CET","#6","#4","#5","#2","#1","#3","#3","#4","#6","#2","#1","#5","Maru","Leah","Sebastian","Female","Asexual","15-18",""
"2018/08/03 6:39:32 pm CET","#6","#1","#5","#4","#2","#3","#3","#5","#1","#2","#6","#4","Elliott","Haley","Sebastian","Female","Bisexual","19-29",""
"2018/08/03 6:40:43 pm CET","#3","#1","#2","#4","#5","#6","#3","#1","#6","#2","#4","#5","Elliott","Harvey","Emily","Female","Prefer not to say","30-39",""
"2018/08/03 6:42:24 pm CET","#3","#2","#5","#6","#1","#4","#2","#4","#1","#3","#5","#6","Penny","Penny","Penny","Prefer not to say","Heterosexual","40-49",""
"2018/08/03 6:55:09 pm CET","#6","#1","#3","#2","#5","#4","#6","#1","#4","#2","#5","#3","Elliott","Emily","Sam","Female","Heterosexual","19-29",""
"2018/08/03 7:08:01 pm CET","#4","#6","#2","#3","#1","#5","#3","#5","#4","#1","#6","#2","Sebastian","Harvey","Leah","Female","Heterosexual","19-29",""
"2018/08/03 7:21:22 pm CET","#2","#3","#1","#4","#5","#6","#3","#6","#2","#4","#5","#1","Penny","Haley","Abigail","Male","Heterosexual","15-18",""
"2018/08/03 7:24:07 pm CET","#6","#2","#4","#5","#3","#1","#1","#3","#6","#2","#5","#4","Shane","Abigail","Elliott","Genderqueer/Non-binary","Bisexual","19-29",""
"2018/08/03 7:31:19 pm CET","#4","#5","#1","#2","#6","#3","#6","#5","#2","#4","#1","#3","Harvey","Maru","Haley","Male","Bisexual","15-18",""
"2018/08/03 7:37:57 pm CET","#2","#5","#4","#1","#3","#6","#1","#2","#3","#4","#6","#5","Sam","Alex","Sebastian","Female","Heterosexual","19-29",""
"2018/08/03 7:39:22 pm CET","#5","#2","#6","#4","#3","#1","#3","#4","#5","#2","#1","#6","Shane","Elliott","Maru","Female","Bisexual","19-29",""
"2018/08/03 7:40:44 pm CET","#4","#6","#5","#2","#1","#3","#1","#2","#6","#3","#5","#4","Abigail","Sebastian","Emily","Female","Asexual","15-18",""
"2018/08/03 7:41:46 pm CET","#1","#2","#3","#4","#5","#6","#3","#5","#1","#4","#6","#2","Haley","Penny","Abigail","Male","Heterosexual","30-39",""
"2018/08/03 7:52:51 pm CET","#5","#4","#2","#3","#1","#6","#2","#5","#6","#1","#3","#4","Sebastian","Abigail","Harvey","Female","Heterosexual","15-18",""
"2018/08/03 8:01:44 pm CET","#6","#4","#1","#5","#3","#2","#5","#2","#6","#1","#4","#3","Harvey","Shane","Leah","Female","Heterosexual","19-29",""
"2018/08/03 8:13:44 pm CET","#3","#6","#5","#4","#1","#2","#1","#3","#5","#4","#2","#6","Abigail","Maru","Sebastian","Female","Homosexual","19-29",""
"2018/08/03 8:19:30 pm CET","#5","#3","#1","#4","#2","#6","#1","#4","#6","#2","#5","#3","Abigail","Leah","Penny","Male","Heterosexual","30-39",""
"2018/08/03 8:27:18 pm CET","#6","#1","#3","#5","#4","#2","#4","#2","#6","#1","#5","#3","Leah","Elliott","Emily","Female","Heterosexual","30-39",""
"2018/08/03 8:31:33 pm CET","#4","#2","#1","#3","#5","#6","#4","#2","#1","#5","#3","#6","Harvey","Haley","Emily","Female","Heterosexual","19-29",""
"2018/08/03 8:36:11 pm CET","#4","#1","#2","#3","#6","#5","#4","#3","#2","#1","#6","#5","Elliott","Leah","Harvey","Female","Bisexual","19-29",""
"2018/08/03 8:45:17 pm CET","#6","#3","#5","#4","#2","#1","#2","#3","#6","#1","#4","#5","Shane","Sebastian","Leah","Female","Heterosexual","30-39",""
"2018/08/03 8:58:25 pm CET","#2","#5","#6","#4","#3","#1","#6","#3","#1","#4","#5","#2","Haley","Shane","Emily","Female","Bisexual","19-29",""
"2018/08/03 9:22:51 pm CET","#4","#5","#2","#1","#3","#6","#4","#2","#3","#1","#6","#5","Sam","Harvey","Sebastian","Male","Homosexual","30-39",""
"2018/08/03 9:40:01 pm CET","#6","#5","#4","#3","#2","#1","#2","#1","#6","#3","#5","#4","Shane","Sebastian","Sam","Genderqueer/Non-binary","Asexual","19-29",""
"2018/08/03 9:57:40 pm CET","#6","#5","#4","#1","#3","#2","#2","#4","#6","#1","#3","#5","Leah","Shane","Maru","Female","Homosexual","15-18",""
"2018/08/03 10:04:34 pm CET","#2","#3","#5","#4","#1","#6","#1","#6","#5","#2","#3","#4","Sebastian","Abigail","Leah","Female","Asexual","19-29",""
"2018/08/03 10:08:09 pm CET","#5","#2","#1","#6","#3","#4","#4","#5","#6","#2","#3","#1","Harvey","Penny","Elliott","Male","Homosexual","15-18",""
"2018/08/04 12:04:40 am CET","#6","#5","#2","#4","#1","#3","#4","#3","#6","#1","#2","#5","Sebastian","Harvey","Leah","Female","Heterosexual","19-29",""
"2018/08/04 12:16:26 am CET","#6","#2","#1","#5","#4","#3","#1","#4","#6","#3","#5","#2","Abigail","Penny","Elliott","Genderqueer/Non-binary","Pansexual","15-18",""
"2018/08/04 12:50:08 am CET","#4","#5","#1","#6","#3","#2","#1","#3","#6","#2","#5","#4","Harvey","Abigail","Shane","Female","Heterosexual","Prefer not to say",""
"2018/08/04 1:50:07 am CET","#4","#3","#1","#5","#6","#2","#6","#4","#5","#1","#3","#2","Leah","Penny","Harvey","Male","Heterosexual","15-18",""
"2018/08/04 2:14:27 am CET","#4","#6","#1","#3","#5","#2","#2","#1","#5","#6","#4","#3","Emily","Harvey","Abigail","Male","Heterosexual","19-29",""
"2018/08/04 2:35:33 am CET","#1","#6","#2","#4","#3","#5","#1","#5","#4","#3","#6","#2","Sebastian","Alex","Abigail","Female","Heterosexual","19-29",""
"2018/08/04 2:50:58 am CET","#6","#4","#1","#3","#2","#5","#1","#3","#6","#2","#5","#4","Abigail","Leah","Emily","Male","Heterosexual","19-29",""
"2018/08/04 4:01:20 am CET","#6","#4","#5","#2","#1","#3","#4","#1","#3","#2","#5","#6","Sebastian","Emily","Sam","Female","Bisexual","19-29",""
"2018/08/04 5:49:54 am CET","#3","#5","#1","#2","#4","#6","#3","#6","#5","#1","#2","#4","Harvey","Sam","Alex","Male","Homosexual","30-39",""
"2018/08/04 7:09:35 am CET","#5","#4","#6","#3","#2","#1","#3","#2","#6","#1","#4","#5","Shane","Leah","Emily","Female","Heterosexual","15-18",""
"2018/08/04 7:09:44 am CET","#6","#1","#5","#4","#3","#2","#3","#2","#6","#1","#5","#4","Elliott","Shane","Leah","Female","Bisexual","30-39",""
"2018/08/04 7:32:51 am CET","#3","#1","#6","#5","#2","#4","#6","#2","#1","#3","#5","#4","Haley","Emily","Abigail","Genderfluid","I like girls","19-29",""
"2018/08/04 10:13:48 am CET","#2","#3","#4","#1","#6","#5","#1","#4","#6","#2","#5","#3","Abigail","Leah","Penny","Male","Heterosexual","19-29",""
"2018/08/04 12:02:14 pm CET","#6","#2","#3","#5","#4","#1","#1","#4","#6","#2","#3","#5","Abigail","Leah","Shane","Female","Bisexual","19-29",""
"2018/08/04 11:30:06 pm CET","#1","#3","#6","#4","#5","#2","#4","#3","#2","#1","#6","#5","Alex","Shane","Leah","Male","Homosexual","19-29",""
"2018/08/05 12:39:24 am CET","#5","#3","#1","#4","#6","#2","#6","#2","#3","#1","#5","#4","Harvey","Shane","Elliott","Female","Homosexual","15-18",""
"2018/08/05 3:14:01 am CET","#4","#3","#1","#5","#6","#2","#1","#5","#2","#3","#4","#6","Abigail","Haley","Leah","Male","Heterosexual","19-29",""
"2018/08/05 5:30:31 am CET","#5","#4","#1","#3","#2","#6","#2","#1","#6","#4","#3","#5","Harvey","Sebastian","Sam","Female","Heterosexual","19-29",""
"2018/08/05 3:34:07 pm CET","#1","#2","#3","#4","#6","#5","#2","#4","#6","#3","#1","#5","Maru","Abigail","Leah","Female","Homosexual","15-18",""
"2018/08/05 10:28:33 pm CET","#3","#4","#2","#5","#6","#1","#2","#5","#6","#3","#4","#1","Shane","","Alex","Female","Homosexual","15-18",""
"2018/08/06 3:55:35 pm CET","#4","#5","#3","#1","#2","#6","#5","#4","#3","#1","#6","#2","Leah","Penny","Sam","Male","Heterosexual","15-18",""
"2018/08/06 10:20:26 pm CET","#3","#2","#4","#5","#6","#1","#3","#4","#6","#2","#5","#1","Penny","Leah","Shane","Female","Asexual","19-29",""
"2018/08/07 8:34:09 am CET","#6","#2","#3","#4","#5","#1","#3","#2","#5","#4","#6","#1","Shane","Penny","Emily","Female","Heterosexual","30-39",""
"2018/08/07 12:32:38 pm CET","#2","#1","#3","#4","#5","#6","#4","#5","#6","#1","#3","#2","Elliott","Leah","Penny","Prefer not to say","Prefer not to say","Prefer not to say",""
"2018/08/07 9:33:43 pm CET","#1","#6","#4","#5","#2","#3","#1","#4","#2","#5","#3","#6","Alex","Sebastian","Harvey","Female","Bisexual","15-18",""
"2018/08/08 1:51:50 am CET","#3","#4","#1","#6","#5","#2","#5","#1","#6","#2","#3","#4","Emily","Harvey","Leah","Male","Bisexual","19-29",""
"2018/08/08 2:08:46 am CET","#1","#2","#5","#6","#3","#4","#4","#6","#3","#2","#5","#1","Penny","Alex","Haley","Male","Homosexual","19-29",""
"2018/08/08 4:32:45 am CET","#6","#1","#2","#4","#5","#3","#4","#3","#6","#2","#5","#1","Penny","Leah","Emily","Male","Heterosexual","15-18",""
"2018/08/08 7:53:45 am CET","#5","#4","#6","#1","#3","#2","#1","#2","#5","#4","#6","#3","Abigail","Sam","Emily","Male","Heterosexual","15-18",""
"2018/08/08 3:33:35 pm CET","#5","#6","#1","#2","#3","#4","#4","#2","#6","#3","#5","#1","Penny","Harvey","Sam","Male","Bisexual","15-18",""
"2018/08/09 11:00:22 am CET","#6","#1","#2","#5","#4","#3","#3","#4","#6","#2","#5","#1","Penny","Leah","Elliott","Female","Bisexual","19-29",""
"2018/08/09 7:36:42 pm CET","#2","#4","#3","#6","#1","#5","#3","#6","#4","#1","#2","#5","Leah","Sebastian","Maru","Female","Bisexual","19-29",""
"2018/08/10 12:18:08 am CET","#5","#1","#2","#6","#3","#4","#2","#5","#6","#1","#4","#3","Harvey","Elliott","Leah","Female","Heterosexual","15-18",""
"2018/08/10 1:41:45 am CET","#6","#5","#2","#3","#1","#4","#1","#4","#3","#2","#5","#6","Sebastian","Abigail","Leah","Male","Heterosexual","19-29",""
"2018/08/10 7:29:12 am CET","#3","#2","#1","#4","#5","#6","#1","#5","#4","#3","#6","#2","Abigail","Leah","Penny","Male","Heterosexual","19-29",""
"2018/08/10 4:45:17 pm CET","#5","#4","#3","#2","#1","#6","#6","#3","#1","#2","#5","#4","Haley","Emily","Sam","Male","Heterosexual","19-29",""
"2018/08/10 5:05:17 pm CET","#2","#3","#4","#1","#5","#6","#3","#5","#4","#1","#6","#2","Sam","Alex","Leah","Male","Homosexual","19-29",""
"2018/08/10 5:47:24 pm CET","#3","#2","#4","#6","#5","#1","#4","#5","#2","#6","#3","#1","Shane","Penny","Elliott","Male","Heterosexual","19-29",""
"2018/08/10 7:11:14 pm CET","#1","#5","#6","#2","#3","#4","#5","#1","#6","#4","#2","#3","Harvey","Haley","Elliott","Male","Homosexual","40-49",""
"2018/08/10 8:51:12 pm CET","#2","#5","#1","#4","#6","#3","#4","#3","#5","#6","#2","#1","Harvey","Penny","Alex","Female","Heterosexual","19-29",""
"2018/08/10 11:56:37 pm CET","#5","#3","#1","#4","#2","#6","#5","#4","#1","#3","#2","#6","Harvey","Haley","Elliott","Female","Asexual","30-39",""
"2018/08/11 12:13:23 am CET","#5","#3","#1","#4","#2","#6","#5","#4","#1","#3","#2","#6","Harvey","Harvey","Haley","Female","Heterosexual","30-39",""
"2018/08/11 1:10:23 am CET","#1","#6","#3","#2","#4","#5","#6","#2","#1","#5","#3","#4","Leah","Abigail","Shane","Male","Bisexual","19-29",""
"2018/08/11 9:21:07 am CET","#6","#3","#2","#4","#1","#5","#1","#6","#4","#3","#2","#5","Abigail","Harvey","Sebastian","Female","Asexual","19-29",""
"2018/08/11 10:50:46 am CET","#4","#2","#1","#5","#3","#6","#5","#4","#1","#3","#2","#6","Harvey","Elliott","Leah","Female","Heterosexual","30-39",""
"2018/08/11 9:59:04 pm CET","#6","#3","#4","#5","#2","#1","#1","#3","#6","#5","#4","#2","Shane","Sebastian","Elliott","Prefer not to say","Prefer not to say","15-18",""
"2018/08/11 10:28:45 pm CET","#6","#5","#4","#2","#3","#1","#1","#6","#4","#2","#3","#5","Abigail","Leah","Shane","Male","Heterosexual","15-18",""
"2018/08/11 10:29:23 pm CET","#3","#4","#6","#1","#2","#5","#2","#3","#6","#1","#5","#4","Leah","Sam","Abigail","Male","Bisexual","15-18",""
"2018/08/12 12:22:58 am CET","#2","#4","#1","#5","#3","#6","#3","#2","#4","#5","#6","#1","Penny","Sebastian","Leah","Male","Heterosexual","19-29",""
"2018/08/12 3:58:43 am CET","#3","#4","#1","#6","#5","#2","#3","#4","#5","#1","#6","#2","Harvey","Shane","Leah","Female","Bisexual","15-18",""
"2018/08/12 4:19:08 am CET","#1","#6","#3","#2","#4","#5","#4","#6","#2","#3","#5","#1","Penny","Haley","Leah","Male","Heterosexual","19-29",""
"2018/08/12 6:44:10 am CET","#4","#2","#1","#6","#3","#5","#4","#6","#2","#1","#5","#3","Harvey","Leah","Abigail","Female","Bisexual","19-29",""
"2018/08/12 9:20:44 am CET","#3","#1","#6","#4","#5","#2","#3","#1","#6","#4","#5","#2","Haley","Sebastian","Harvey","Male","Heterosexual","19-29",""
"2018/08/12 1:25:24 pm CET","#6","#2","#1","#4","#3","#5","#5","#2","#1","#4","#3","#6","Elliott","Harvey","Haley","Female","Asexual","30-39",""
"2018/08/12 7:50:00 pm CET","#4","#1","#2","#6","#3","#5","#5","#4","#1","#2","#3","#6","Harvey","Haley","Elliott","Male","Asexual","30-39",""
"2018/08/13 12:36:07 am CET","#6","#4","#3","#2","#1","#5","#1","#4","#6","#5","#3","#2","Sebastian","Sam","Abigail","Female","Asexual","19-29",""
"2018/08/13 11:33:06 am CET","#5","#2","#1","#4","#3","#6","#1","#4","#3","#2","#5","#6","Abigail","Leah","Leah","Male","Heterosexual","19-29",""
"2018/08/13 11:33:23 am CET","#6","#3","#5","#2","#4","#1","#3","#6","#5","#2","#4","#1","Leah","Leah","Abigail","Male","Heterosexual","19-29",""
