"Timestamp","Rank the bachelors [Alex]","Rank the bachelors [Elliott]","Rank the bachelors [Harvey]","Rank the bachelors [Sam]","Rank the bachelors [Sebastian]","Rank the bachelors [Shane]","Rank the bachelorettes [Abigail]","Rank the bachelorettes [Emily]","Rank the bachelorettes [Haley]","Rank the bachelorettes [Leah]","Rank the bachelorettes [Maru]","Rank the bachelorettes [Penny]","#1 Overall","#2 Overall","#3 Overall","How do you identify as?","What is your sexual orientation?","How old are you?",""
"2018/07/22 3:49:51 am CET","#4","#3","#1","#2","#5","#6","#2","#5","#3","#6","#4","#1","Penny","Abigail","Maru","Male","Heterosexual","15-18",""
"2018/07/22 3:50:36 am CET","#4","#3","#1","#5","#6","#2","#3","#2","#6","#1","#4","#5","Harvey","Harvey","Harvey","Female","Heterosexual","15-18",""
"2018/07/22 3:51:39 am CET","#3","#2","#6","#1","#4","#5","#6","#3","#1","#2","#5","#4","Harvey","Shane","Abigail","Male","Heterosexual","15-18",""
"2018/07/22 3:53:35 am CET","#5","#4","#3","#6","#2","#1","#3","#1","#2","#5","#6","#4","Emily","Haley","Shane","Female","Bisexual","19-29",""
"2018/07/22 3:53:45 am CET","#6","#1","#2","#3","#4","#5","#4","#1","#6","#2","#3","#5","Leah","Maru","Elliott","Female","Heterosexual","15-18",""
"2018/07/22 3:56:02 am CET","#6","#3","#1","#5","#2","#4","#2","#5","#6","#1","#3","#4","Leah","Abigail","Harvey","Female","Bisexual","19-29",""
"2018/07/22 3:56:16 am CET","#6","#1","#2","#4","#5","#3","#5","#1","#6","#2","#4","#3","Elliott","Emily","Shane","Female","Heterosexual","19-29",""
"2018/07/22 3:57:19 am CET","#1","#4","#2","#6","#3","#5","#4","#6","#3","#1","#2","#5","Alex","Leah","Maru","Female","Homosexual","19-29",""
"2018/07/22 3:57:51 am CET","#6","#2","#1","#5","#3","#4","#5","#4","#6","#2","#1","#3","Maru","Leah","Harvey","Non-binary","Queer","19-29",""
"2018/07/22 3:58:04 am CET","#5","#4","#3","#6","#2","#1","#1","#6","#4","#2","#5","#3","Abigail","Penny","Sebastian","Male","Bisexual","15-18",""
"2018/07/22 3:58:24 am CET","#2","#1","#6","#5","#4","#3","#2","#5","#6","#3","#1","#4","Haley","Emily","Penny","Male","Bisexual","19-29",""
"2018/07/22 3:58:53 am CET","#5","#4","#6","#3","#1","#2","#1","#5","#6","#2","#3","#4","Sebastian","Shane","Sam","Female","Heterosexual","50 or over",""
"2018/07/22 3:59:42 am CET","#5","#2","#3","#4","#1","#6","#2","#6","#3","#1","#4","#5","Sebastian","Harvey","Haley","Female","Bisexual","15-18",""
"2018/07/22 4:00:32 am CET","#5","#6","#2","#4","#3","#1","#5","#1","#6","#2","#4","#3","Emily","Emily","Emily","Male","Heterosexual","15-18",""
"2018/07/22 4:03:00 am CET","#5","#3","#1","#4","#2","#6","#1","#4","#5","#2","#6","#3","Abigail","Leah","Penny","Female","Bisexual","19-29",""
"2018/07/22 4:03:38 am CET","#6","#4","#3","#5","#2","#1","#3","#2","#5","#6","#4","#1","Shane","Sebastian","Penny","Female","Asexual","19-29",""
"2018/07/22 4:03:59 am CET","#5","#2","#6","#3","#4","#1","#3","#2","#4","#1","#6","#5","Shane","Elliott","Leah","Female","Bisexual","19-29",""
"2018/07/22 4:04:36 am CET","#5","#6","#2","#4","#3","#1","#6","#4","#5","#1","#3","#2","Shane","Leah","Penny","Male","Homosexual","19-29",""
"2018/07/22 4:04:50 am CET","#4","#3","#1","#5","#6","#2","#2","#3","#4","#1","#6","#5","Harvey","Leah","Shane","Female","Heterosexual","30-39",""
"2018/07/22 4:05:53 am CET","#5","#2","#6","#1","#3","#4","#1","#4","#5","#3","#6","#2","Abigail","Leah","Penny","Male","Heterosexual","19-29",""
"2018/07/22 4:06:20 am CET","#6","#1","#5","#4","#2","#3","#1","#3","#6","#2","#4","#5","Abigail","Leah","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 4:06:21 am CET","#5","#2","#3","#4","#1","#6","#1","#5","#4","#2","#6","#3","","","","","","",""
"2018/07/22 4:06:50 am CET","#6","#3","#1","#4","#2","#5","#4","#2","#6","#1","#5","#3","Leah","Harvey","Emily","Female","Bisexual","19-29",""
"2018/07/22 4:07:09 am CET","#6","#2","#3","#4","#5","#1","#2","#4","#3","#1","#5","#6","Leah","Shane","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 4:08:31 am CET","#2","#3","#1","#5","#4","#6","#1","#4","#5","#2","#3","#6","Harvey","Abigail","Leah","Male","Bisexual","50 or over",""
"2018/07/22 4:08:38 am CET","#5","#6","#4","#3","#2","#1","#5","#2","#6","#1","#3","#4","Leah","Shane","Emily","Female","Heterosexual","19-29",""
"2018/07/22 4:08:56 am CET","#5","#4","#1","#2","#3","#6","#3","#4","#6","#5","#2","#1","Penny","Harvey","Maru","Male","Heterosexual","15-18",""
"2018/07/22 4:09:48 am CET","#6","#1","#2","#5","#4","#3","#4","#3","#6","#1","#5","#2","Leah","Elliott","Harvey","Female","Heterosexual","19-29",""
"2018/07/22 4:10:10 am CET","#6","#1","#5","#3","#2","#4","#2","#6","#5","#1","#4","#3","Leah","Abigail","Penny","Male","Heterosexual","",""
"2018/07/22 4:10:10 am CET","#3","#1","#2","#5","#4","#6","#1","#6","#4","#2","#5","#3","Abigail","Leah","Penny","Male","Heterosexual","19-29",""
"2018/07/22 4:12:05 am CET","#2","#6","#5","#3","#4","#1","#3","#6","#5","#1","#2","#4","Shane","Alex","Sam","Female","Heterosexual","19-29",""
"2018/07/22 4:12:21 am CET","#1","#4","#6","#3","#5","#2","#4","#5","#3","#2","#6","#1","Penny","Leah","Haley","Male","Heterosexual","15-18",""
"2018/07/22 4:12:22 am CET","#3","#5","#4","#2","#1","#6","#2","#3","#4","#1","#6","#5","Leah","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/07/22 4:12:40 am CET","#5","#1","#3","#2","#4","#6","#2","#6","#3","#1","#5","#4","Leah","Abigail","Elliott","Female","Bisexual","19-29",""
"2018/07/22 4:13:51 am CET","#1","#5","#2","#4","#3","#6","#1","#4","#5","#2","#6","#3","Abigail","Abigail","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 4:13:53 am CET","#6","#3","#4","#5","#2","#1","#1","#2","#6","#3","#5","#4","Abigail","Shane","Leah","Non-binary","Bisexual","19-29",""
"2018/07/22 4:15:27 am CET","#4","#1","#2","#6","#3","#5","#2","#3","#5","#4","#6","#1","Penny","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/07/22 4:15:35 am CET","#6","#4","#5","#3","#2","#1","#3","#2","#4","#5","#6","#1","Penny","Emily","Abigail","Male","Heterosexual","15-18",""
"2018/07/22 4:15:47 am CET","#6","#4","#2","#5","#1","#3","#1","#3","#4","#2","#5","#6","Abigail","Shane","Sebastian","Male","Bisexual","14 or under",""
"2018/07/22 4:16:29 am CET","#5","#4","#1","#6","#2","#3","#6","#2","#5","#4","#3","#1","Penny","Emily","Maru","Male","Heterosexual","30-39",""
"2018/07/22 4:17:48 am CET","#4","#6","#5","#2","#3","#1","#2","#3","#5","#4","#6","#1","Penny","Abigail","Shane","Male","Heterosexual","30-39",""
"2018/07/22 4:18:16 am CET","#6","#2","#1","#3","#4","#5","#4","#2","#6","#1","#3","#5","Leah","Harvey","Emily","Non-binary","Bisexual","30-39",""
"2018/07/22 4:21:11 am CET","#6","#2","#3","#4","#1","#5","#4","#6","#2","#1","#5","#3","Haley","Sebastian","Leah","Microwave and/or Mailbox","Toaster Oven/Washer Machine","19-29",""
"2018/07/22 4:21:53 am CET","#6","#1","#4","#3","#2","#5","#5","#4","#6","#2","#3","#1","Penny","Leah","Maru","Male","Heterosexual","30-39",""
"2018/07/22 4:24:43 am CET","#4","#3","#5","#6","#1","#2","#5","#4","#2","#3","#6","#1","Penny","Sebastian","Elliott","Female","Bisexual","19-29",""
"2018/07/22 4:26:50 am CET","#3","#4","#1","#5","#6","#2","#5","#3","#4","#1","#6","#2","Shane","Harvey","Elliott","Female","Heterosexual","30-39",""
"2018/07/22 4:27:25 am CET","#3","#2","#5","#1","#4","#6","#3","#4","#2","#1","#5","#6","Leah","Haley","Penny","Male","Heterosexual","19-29",""
"2018/07/22 4:30:09 am CET","#4","#6","#2","#1","#5","#3","#2","#3","#6","#5","#4","#1","Penny","Abigail","Emily","Male","Heterosexual","15-18",""
"2018/07/22 4:34:31 am CET","#6","#5","#2","#4","#3","#1","#1","#3","#4","#2","#6","#5","Abigail","Leah","Emily","Male","Heterosexual","30-39",""
"2018/07/22 4:35:01 am CET","#6","#4","#2","#5","#3","#1","#4","#6","#5","#1","#3","#2","Shane","Harvey","Elliott","Female","Bisexual","19-29",""
"2018/07/22 4:36:24 am CET","#5","#2","#6","#4","#3","#1","#1","#4","#2","#5","#6","#3","Shane","Elliott","Abigail","Female","Heterosexual","15-18",""
"2018/07/22 4:38:11 am CET","#3","#4","#5","#6","#1","#2","#1","#4","#6","#3","#2","#5","","","","Female","Homosexual","15-18",""
"2018/07/22 4:38:13 am CET","#1","#5","#6","#4","#2","#3","#1","#6","#4","#2","#5","#3","Alex","Sebastian","Abigail","Male","Homosexual","19-29",""
"2018/07/22 4:38:20 am CET","#6","#5","#4","#3","#1","#2","#3","#1","#5","#4","#6","#2","Emily","Penny","Abigail","Male","Heterosexual","15-18",""
"2018/07/22 4:39:01 am CET","#2","#6","#4","#5","#3","#1","#2","#3","#5","#1","#4","#6","Shane","Alex","Leah","Male","Homosexual","19-29",""
"2018/07/22 4:39:49 am CET","#6","#1","#2","#4","#3","#5","#1","#4","#2","#3","#5","#6","Abigail","Haley","Leah","Female","Bisexual","19-29",""
"2018/07/22 4:41:08 am CET","#5","#6","#2","#4","#3","#1","#5","#4","#2","#3","#6","#1","Shane","Harvey","Penny","Female","Heterosexual","19-29",""
"2018/07/22 4:44:37 am CET","#3","#2","#1","#4","#6","#5","#5","#3","#6","#4","#1","#2","Harvey","Maru","Alex","Female","Asexual","15-18",""
"2018/07/22 4:45:20 am CET","#4","#6","#1","#5","#2","#3","#3","#5","#6","#1","#4","#2","Leah","","","Male","Heterosexual","19-29",""
"2018/07/22 4:45:46 am CET","#2","#6","#1","#5","#3","#4","#3","#4","#5","#1","#6","#2","Leah","Penny","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 4:47:18 am CET","#5","#3","#2","#6","#4","#1","#2","#1","#6","#3","#4","#5","Shane","Harvey","Emily","Male","Homosexual","15-18",""
"2018/07/22 4:47:19 am CET","#4","#5","#1","#3","#2","#6","#2","#4","#5","#3","#1","#6","Maru","Abigail","Leah","genderqueer/female","queer","40-49",""
"2018/07/22 4:48:08 am CET","#5","#1","#2","#6","#3","#4","#5","#3","#6","#2","#4","#1","Elliott","Penny","Leah","Female","Heterosexual","19-29",""
"2018/07/22 4:48:53 am CET","#6","#2","#1","#5","#3","#4","#3","#2","#5","#4","#6","#1","Harvey","Penny","Emily","Female","Heterosexual","19-29",""
"2018/07/22 4:50:08 am CET","#6","#4","#2","#3","#1","#5","#5","#4","#6","#2","#3","#1","Sebastian","Penny","Harvey","Female","Heterosexual","30-39",""
"2018/07/22 4:51:04 am CET","#6","#1","#2","#4","#5","#3","#1","#2","#5","#4","#3","#6","Abigail","Emily","Elliott","Female","Heterosexual","30-39",""
"2018/07/22 4:51:36 am CET","#3","#5","#6","#2","#4","#1","#2","#6","#3","#5","#4","#1","Penny","","","Male","Heterosexual","19-29",""
"2018/07/22 4:51:44 am CET","#5","#4","#1","#6","#3","#2","#5","#4","#1","#3","#6","#2","Haley","Penny","Leah","Female","Bisexual","19-29",""
"2018/07/22 4:52:49 am CET","#6","#5","#3","#1","#4","#2","#1","#4","#6","#3","#5","#2","Sam","Shane","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 4:54:33 am CET","#3","#1","#6","#5","#2","#4","#4","#6","#2","#1","#3","#5","Elliott","Leah","Alex","Female","Pansexual","19-29",""
"2018/07/22 4:55:21 am CET","#4","#2","#1","#6","#5","#3","#5","#3","#6","#4","#1","#2","Harvey","Elliott","Maru","Female","Heterosexual","19-29",""
"2018/07/22 4:55:41 am CET","#1","#2","#3","#4","#5","#6","#6","#3","#1","#2","#5","#4","Haley","Leah","Elliott","Female","Homosexual","19-29",""
"2018/07/22 4:56:15 am CET","#5","#2","#1","#4","#3","#6","#6","#2","#5","#3","#4","#1","Harvey","Elliott","Sebastian","Female","Heterosexual","19-29",""
"2018/07/22 5:05:06 am CET","#3","#4","#5","#6","#1","#2","#2","#4","#6","#1","#3","#5","Leah","Sebastian","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 5:05:10 am CET","#5","#2","#1","#4","#3","#6","#3","#1","#6","#2","#5","#4","Harvey","Leah","Penny","Female","Heterosexual","19-29",""
"2018/07/22 5:11:22 am CET","#1","#5","#2","#4","#6","#3","#3","#2","#1","#5","#6","#4","Alex","Haley","Shane","Male","Homosexual","19-29",""
"2018/07/22 5:11:56 am CET","#3","#6","#1","#5","#4","#2","#6","#5","#4","#2","#3","#1","Penny","Harvey","Leah","Female","Heterosexual","19-29",""
"2018/07/22 5:11:58 am CET","#2","#4","#3","#6","#1","#5","#1","#5","#2","#3","#6","#4","Sebastian","Alex","Haley","Female","Heterosexual","30-39",""
"2018/07/22 5:14:09 am CET","#3","#2","#6","#5","#1","#4","#2","#6","#5","#1","#4","#3","Sebastian","Elliott","Leah","Male","Bisexual","19-29",""
"2018/07/22 5:18:07 am CET","#6","#2","#3","#4","#1","#5","#1","#3","#5","#2","#6","#4","Sebastian","Abigail","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 5:18:18 am CET","#4","#2","#3","#5","#6","#1","#4","#3","#6","#1","#5","#2","Leah","Shane","Elliott","Female","Bisexual","19-29",""
"2018/07/22 5:19:17 am CET","#5","#4","#2","#6","#3","#1","#2","#5","#4","#1","#6","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 5:21:06 am CET","#4","#1","#2","#3","#6","#5","#6","#4","#2","#1","#3","#5","Leah","Elliott","Harvey","Female","Bisexual","19-29",""
"2018/07/22 5:24:59 am CET","#4","#2","#1","#3","#5","#6","#4","#6","#5","#1","#2","#3","Leah","Maru","Penny","Male","Heterosexual","19-29",""
"2018/07/22 5:26:16 am CET","#1","#5","#6","#4","#3","#2","#1","#2","#4","#6","#5","#3","Alex","Abigail","Emily","Male","Homosexual","19-29",""
"2018/07/22 5:28:39 am CET","#6","#2","#5","#3","#1","#4","#1","#5","#6","#4","#3","#2","Sebastian","Abigail","Penny","genderfluid","Bisexual","30-39",""
"2018/07/22 5:29:40 am CET","#5","#1","#3","#4","#2","#6","#1","#5","#6","#2","#4","#3","Elliott","Sebastian","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 5:29:40 am CET","#1","#5","#4","#3","#2","#6","#1","#6","#4","#3","#5","#2","Elliott","Sebastian","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 5:31:55 am CET","#2","#4","#5","#1","#6","#3","#5","#2","#1","#3","#6","#4","Haley","Emily","Leah","Male","Heterosexual","19-29",""
"2018/07/22 5:33:17 am CET","#6","#5","#2","#4","#3","#1","#3","#6","#2","#1","#5","#4","Leah","Shane","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 5:34:15 am CET","#3","#4","#6","#2","#1","#5","#1","#2","#6","#3","#5","#4","Sebastian","Emily","Sam","Female","Heterosexual","19-29",""
"2018/07/22 5:34:21 am CET","#3","#4","#6","#2","#5","#1","#1","#4","#3","#6","#2","#5","Leah","Penny","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 5:34:58 am CET","#1","#2","#3","#4","#5","#6","#2","#3","#1","#4","#6","#5","Haley","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/07/22 5:35:46 am CET","#6","#1","#4","#5","#3","#2","#1","#2","#6","#3","#4","#5","Shane","Abigail","Emily","Female","Heterosexual","30-39",""
"2018/07/22 5:39:10 am CET","#3","#1","#4","#2","#5","#6","#1","#2","#4","#3","#6","#5","Abigail","Emily","Leah","Female","Bisexual","30-39",""
"2018/07/22 5:39:33 am CET","#1","#3","#4","#5","#2","#6","#2","#4","#6","#1","#5","#3","Leah","Abigail","Penny","Male","Heterosexual","19-29",""
"2018/07/22 5:40:33 am CET","#5","#1","#2","#6","#3","#4","#2","#1","#4","#3","#5","#6","Emily","Abigail","Harvey","Male","Heterosexual","19-29",""
"2018/07/22 5:40:41 am CET","#2","#3","#1","#4","#5","#6","#1","#2","#6","#3","#4","#5","Abigail","Abigail","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 5:41:12 am CET","#6","#1","#2","#3","#5","#4","#5","#4","#6","#3","#1","#2","Maru","Leah","Penny","Male","Heterosexual","30-39",""
"2018/07/22 5:42:06 am CET","#3","#5","#1","#4","#6","#2","#2","#6","#5","#1","#3","#4","Leah","Harvey","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 5:42:29 am CET","#6","#5","#4","#2","#1","#3","#2","#5","#6","#4","#3","#1","Penny","Sebastian","Abigail","Female","Pansexual ","19-29",""
"2018/07/22 5:42:59 am CET","#5","#3","#1","#6","#2","#4","#1","#3","#4","#2","#6","#5","Abigail","Harvey","Leah","Male","Bisexual","15-18",""
"2018/07/22 5:45:13 am CET","#6","#3","#1","#4","#5","#2","#3","#1","#6","#2","#4","#5","Emily","Harvey","Shane","Female","Bisexual","40-49",""
"2018/07/22 5:46:59 am CET","#1","#4","#2","#5","#6","#3","#6","#5","#4","#2","#1","#3","Alex","Harvey","Shane","Male","Homosexual","19-29",""
"2018/07/22 5:49:51 am CET","#6","#1","#2","#5","#3","#4","#5","#1","#4","#2","#6","#3","Emily","Leah","Elliott","Male","Heterosexual","19-29",""
"2018/07/22 5:53:09 am CET","#2","#4","#3","#1","#6","#5","#6","#5","#4","#2","#3","#1","Penny","Leah","Maru","Male","Heterosexual","19-29",""
"2018/07/22 5:53:59 am CET","#1","#3","#5","#4","#2","#6","#3","#1","#6","#5","#2","#4","Alex","Sebastian","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 5:54:38 am CET","#6","#2","#1","#4","#3","#5","#1","#3","#6","#2","#4","#5","Harvey","Abigail","Sebastian","Female","Heterosexual","19-29",""
"2018/07/22 6:00:06 am CET","#3","#4","#5","#1","#2","#6","#3","#6","#5","#2","#4","#1","Sam","Penny","Sebastian","Female","Heterosexual","19-29",""
"2018/07/22 6:01:31 am CET","#6","#5","#1","#4","#2","#3","#1","#5","#4","#6","#2","#3","Abigail","Maru","Penny","Female","Bisexual","30-39",""
"2018/07/22 6:01:44 am CET","#6","#2","#3","#5","#4","#1","#1","#5","#2","#3","#6","#4","Abigail","Shane","Haley","Male","Heterosexual","30-39",""
"2018/07/22 6:02:49 am CET","#3","#5","#6","#4","#1","#2","#5","#4","#2","#3","#1","#6","Sebastian","Shane","Alex","Female","Heterosexual","19-29",""
"2018/07/22 6:04:55 am CET","#6","#4","#5","#3","#2","#1","#2","#5","#6","#3","#4","#1","Shane","Penny","Abigail","Female","Asexual","19-29",""
"2018/07/22 6:07:12 am CET","#2","#5","#1","#4","#6","#3","#6","#1","#3","#5","#2","#4","Harvey","Emily","Alex","Male","Bisexual","19-29",""
"2018/07/22 6:08:32 am CET","#3","#5","#4","#6","#1","#2","#1","#5","#6","#4","#3","#2","Sebastian","Abigail","Maru","Female","Asexual","19-29",""
"2018/07/22 6:08:43 am CET","#2","#4","#1","#6","#3","#5","#5","#2","#1","#3","#4","#6","Harvey","Haley","Emily","Prefer not to say","Heterosexual","19-29",""
"2018/07/22 6:09:17 am CET","#1","#3","#2","#5","#6","#4","#4","#5","#6","#1","#2","#3","Alex","Leah","Maru","Male","Heterosexual","19-29",""
"2018/07/22 6:11:01 am CET","#5","#2","#6","#4","#1","#3","#6","#2","#3","#4","#5","#1","Sebastian","Penny","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 6:11:23 am CET","#3","#1","#2","#4","#5","#6","#4","#5","#6","#1","#3","#2","Elliott","Harvey","Leah","Female","Heterosexual","30-39",""
"2018/07/22 6:12:47 am CET","#4","#2","#5","#1","#3","#6","#1","#2","#3","#5","#6","#4","Abigail","Emily","Penny","Non-binary","Bisexual","19-29",""
"2018/07/22 6:13:14 am CET","#5","#1","#6","#2","#3","#4","#3","#2","#6","#1","#5","#4","Leah","Emily","Abigail","Male","Heterosexual","19-29",""
"2018/07/22 6:14:39 am CET","#6","#4","#1","#5","#3","#2","#1","#5","#6","#2","#3","#4","Abigail","Harvey","Leah","Male","Bisexual","19-29",""
"2018/07/22 6:15:07 am CET","#3","#1","#4","#5","#2","#6","#4","#2","#6","#3","#5","#1","Penny","Emily","Leah","Male","Heterosexual","30-39",""
"2018/07/22 6:19:39 am CET","#6","#4","#3","#1","#5","#2","#4","#3","#6","#5","#2","#1","Sam","Shane","Penny","Female","Heterosexual","19-29",""
"2018/07/22 6:19:59 am CET","#1","#3","#4","#2","#5","#6","#1","#2","#6","#3","#4","#5","Alex","Sam","Elliott","Male","Homosexual","15-18",""
"2018/07/22 6:20:02 am CET","#2","#5","#6","#3","#4","#1","#5","#4","#2","#1","#6","#3","Leah","Shane","Haley","Male","Heterosexual","15-18",""
"2018/07/22 6:21:27 am CET","#2","#6","#5","#1","#4","#3","#5","#1","#6","#3","#4","#2","Penny","Emily","Alex","Male","Heterosexual","15-18",""
"2018/07/22 6:22:02 am CET","#5","#1","#4","#3","#2","#6","#1","#5","#6","#2","#4","#3","Abigail","Sebastian","Leah","Female","Pansexual","19-29",""
"2018/07/22 6:27:05 am CET","#5","#1","#3","#4","#2","#6","#2","#4","#6","#1","#3","#5","Leah","Elliott","Abigail","Female","Heterosexual","50 or over",""
"2018/07/22 6:27:47 am CET","#4","#5","#6","#2","#1","#3","#4","#5","#6","#2","#1","#3","Maru","Leah","Penny","Male","Heterosexual","19-29",""
"2018/07/22 6:28:12 am CET","#1","#5","#3","#4","#2","#6","#3","#6","#1","#2","#5","#4","Emily","Shane","Elliott","Female","Bisexual","19-29",""
"2018/07/22 6:30:24 am CET","#2","#1","#6","#5","#4","#3","#3","#1","#2","#4","#6","#5","Elliott","Emily","Haley","Female","Bisexual","19-29",""
"2018/07/22 6:33:59 am CET","#4","#1","#6","#2","#5","#3","#2","#5","#3","#4","#6","#1","Penny","Abigail","Haley","Male","Heterosexual","19-29",""
"2018/07/22 6:37:16 am CET","#5","#3","#6","#4","#1","#2","#1","#5","#4","#2","#6","#3","Sebastian","Shane","Elliott","Female","Heterosexual","19-29",""
"2018/07/22 6:39:12 am CET","#1","#2","#3","#4","#5","#6","#5","#3","#6","#2","#1","#4","Maru","Leah","Penny","Male","Heterosexual","19-29",""
"2018/07/22 6:41:00 am CET","#5","#3","#2","#6","#1","#4","#6","#5","#4","#1","#2","#3","Sebastian","Penny","Leah","Female","Heterosexual","19-29",""
"2018/07/22 6:41:39 am CET","#5","#4","#3","#2","#1","#6","#1","#2","#3","#4","#6","#5","Abigail","Emily","Haley","Female","Homosexual","19-29",""
"2018/07/22 6:47:59 am CET","#3","#6","#4","#2","#1","#5","#4","#5","#1","#3","#6","#2","Haley","Penny","Leah","Male","Heterosexual","19-29",""
"2018/07/22 6:48:18 am CET","#6","#5","#2","#3","#4","#1","#1","#2","#6","#5","#4","#3","Shane","Emily","Abigail","Female","Bisexual","19-29",""
"2018/07/22 6:49:32 am CET","#3","#2","#6","#4","#1","#5","#2","#4","#5","#3","#6","#1","Penny","Abigail","Emily","Male","Heterosexual","19-29",""
"2018/07/22 6:51:47 am CET","#2","#1","#3","#4","#5","#6","#1","#2","#6","#4","#5","#3","Abigail","Emily","Penny","Male","Heterosexual","30-39",""
"2018/07/22 6:52:36 am CET","#6","#4","#3","#2","#1","#5","#1","#2","#5","#3","#6","#4","Abigail","Abigail","Abigail","Female","Homosexual","19-29",""
"2018/07/22 6:54:03 am CET","#5","#3","#4","#6","#1","#2","#2","#4","#5","#1","#6","#3","Sebastian","Leah","Shane","Female","Bisexual","19-29",""
"2018/07/22 6:55:47 am CET","#3","#1","#5","#2","#4","#6","#1","#4","#6","#2","#3","#5","Elliott","Abigail","Alex","Female","Heterosexual","19-29",""
"2018/07/22 6:59:47 am CET","#2","#6","#4","#3","#5","#1","#4","#2","#1","#3","#6","#5","Shane","Alex","Haley","Female","Bisexual","19-29",""
"2018/07/22 6:59:52 am CET","#3","#6","#5","#4","#2","#1","#1","#3","#6","#4","#5","#2","Shane","Sebastian","Abigail","Female","Bisexual","30-39",""
"2018/07/22 7:00:42 am CET","#3","#1","#4","#5","#2","#6","#5","#1","#4","#3","#6","#2","Emily","Penny","Elliott","Male","Bisexual","19-29",""
"2018/07/22 7:02:36 am CET","#3","#4","#2","#1","#5","#6","#6","#3","#5","#2","#1","#4","Maru","Leah","Emily","Male","Heterosexual","19-29",""
"2018/07/22 7:02:45 am CET","#3","#5","#6","#2","#1","#4","#2","#6","#1","#3","#5","#4","Sebastian","Sam","Haley","Female","Bisexual","19-29",""
"2018/07/22 7:02:52 am CET","#6","#4","#3","#5","#2","#1","#1","#2","#6","#4","#5","#3","Abigail","Shane","Shane","Prefer not to say","Heterosexual","30-39",""
"2018/07/22 7:03:18 am CET","#5","#4","#1","#6","#3","#2","#3","#4","#6","#1","#5","#2","","","","Male","Heterosexual","30-39",""
"2018/07/22 7:05:19 am CET","#2","#4","#1","#6","#3","#5","#4","#3","#5","#2","#1","#6","Sebastian","Elliott","Leah","Female","Asexual","19-29",""
"2018/07/22 7:07:18 am CET","#1","#4","#6","#3","#2","#5","#3","#4","#6","#1","#2","#5","Leah","Abigail","Maru","Male","Heterosexual","19-29",""
"2018/07/22 7:08:49 am CET","#3","#5","#1","#4","#2","#6","#6","#2","#4","#3","#1","#5","Elliott","Abigail","Shane","Female","Asexual","19-29",""
"2018/07/22 7:10:39 am CET","#5","#3","#6","#4","#2","#1","#3","#5","#6","#4","#2","#1","Shane","Abigail","Penny","Female","Bisexual","30-39",""
"2018/07/22 7:15:37 am CET","#6","#4","#5","#3","#2","#1","#2","#3","#6","#1","#4","#5","Leah","Abigail","Shane","Male","Bisexual","19-29",""
"2018/07/22 7:16:32 am CET","#1","#3","#5","#2","#6","#4","#6","#5","#3","#1","#2","#4","Leah","Maru","Penny","Male","Heterosexual","19-29",""
"2018/07/22 7:20:50 am CET","#3","#6","#2","#4","#5","#1","#3","#2","#1","#5","#4","#6","Penny","Leah","Maru","Male","Heterosexual","19-29",""
"2018/07/22 7:20:52 am CET","#6","#2","#1","#4","#3","#5","#1","#5","#2","#3","#6","#4","Abigail","Haley","Leah","Male","Heterosexual","19-29",""
"2018/07/22 7:21:34 am CET","#6","#5","#3","#1","#2","#4","#5","#4","#3","#2","#6","#1","Penny","Leah","Sam","Male","Heterosexual","19-29",""
"2018/07/22 7:23:25 am CET","#5","#1","#2","#3","#4","#6","#1","#5","#4","#2","#3","#6","Abigail","Leah","Maru","Male","Heterosexual","30-39",""
"2018/07/22 7:25:51 am CET","#3","#2","#1","#4","#5","#6","#5","#4","#3","#2","#6","#1","Penny","Leah","Haley","Male","Heterosexual","40-49",""
"2018/07/22 7:26:09 am CET","#6","#2","#4","#5","#1","#3","#2","#4","#6","#1","#5","#3","Sebastian","Leah","Abigail","Female","Heterosexual","19-29",""
"2018/07/22 7:28:26 am CET","#5","#1","#2","#6","#3","#4","#6","#3","#2","#1","#5","#4","Elliott","Leah","Harvey","Male","Bisexual","40-49",""
"2018/07/22 7:32:36 am CET","#5","#2","#6","#4","#1","#3","#1","#5","#4","#3","#6","#2","Abigail","Penny","Leah","Male","Heterosexual","30-39",""
